 ,index,node_id,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
305,305,158,74305,6RdXZcff3cDszW759ndZH3,Milton Nascimento;Criolo;Amaro Freitas,Não Existe Amor em SP,Não Existe Amor em SP,44,347837,False,0.468,0.246,5,-11.12,0,0.0361,0.941,2.98e-05,0.123,0.306,117.084,4,mpb
306,306,200,74306,0ooea8ptVQNZehNygA91ng,OUTROEU,Nós Dois,Nós Dois,44,176030,False,0.698,0.78,7,-5.696,0,0.0262,0.0187,0.00109,0.255,0.794,132.021,4,mpb
307,307,187,74307,1WhWizm70M63k5UVIHX1Fe,Gal Costa,A Pele do Futuro,Palavras No Corpo,44,239560,False,0.564,0.416,10,-6.813,1,0.0423,0.554,0.00145,0.11,0.344,179.728,3,mpb
308,308,163,74308,1AGfDQZ5u3qw40oQeh5lY6,Bryan Behr,O Amor Descansa Na Varanda,O Amor Descansa Na Varanda,43,204998,False,0.636,0.594,5,-9.029,1,0.0321,0.364,4.24e-06,0.172,0.713,88.007,4,mpb
309,309,180,74309,78XXOxY988wZVJco4HzCji,Bala Desejo;Lucas Nunes;Zé Ibarra;Dora Morelenbaum;Julia Mestre,SIM SIM SIM,Dourado Dourado,43,341154,False,0.506,0.499,7,-11.747,1,0.0583,0.545,0.00478,0.0842,0.581,143.417,4,mpb
310,310,163,74310,22kOVw9Fh6szDSfd0E8xaP,Marisa Monte,Marisa Monte MM (Ao Vivo),Preciso Me Encontrar - Ao Vivo,42,222466,False,0.695,0.203,11,-19.413,0,0.044,0.481,1.53e-06,0.544,0.824,114.801,4,mpb
311,311,163,74311,646wZPX6MV7qFqKw1RBjIx,Djavan,"Djavan ""Ao Vivo""",Fato Consumado (Ao Vivo),44,219706,False,0.693,0.602,7,-8.814,1,0.0634,0.917,0.000144,0.725,0.753,90.475,4,mpb
312,312,168,74312,2wI3mXvnYhGeUyXHlLVQFF,Lenine,Lenine In Cité,Todas Elas Juntas Num Só Ser,42,381160,False,0.56,0.785,10,-8.679,1,0.11,0.566,0.0,0.985,0.75,103.493,4,mpb
313,313,163,74313,4PeqO9mURCV4tfYkNKGJ86,Nando Reis,Nando Reis - Voz e Violão - No Recreio - Vol. 1 (Ao Vivo) [Álbum Comentado],N - Ao Vivo,43,319413,False,0.489,0.31,2,-12.169,0,0.149,0.868,0.0,0.845,0.347,105.223,5,mpb
314,314,158,74314,3kgCFhVnBZbmdBx5LiGfsF,Nação Zumbi;Marisa Monte,Nação Zumbi,A Melhor Hora da Praia,44,199693,False,0.552,0.649,7,-8.352,0,0.0339,0.226,1.7e-05,0.128,0.682,89.887,4,mpb
315,315,158,74315,56FdRY4mgXyS4HC0lZdwkX,MAR ABERTO,Produtividade,Produtividade,43,159000,False,0.618,0.42,7,-9.903,1,0.106,0.294,0.0,0.117,0.922,151.387,4,mpb
316,316,199,74316,4NTR6pdFJ0WeDcNk5SQ222,Lenine,Lenine Em Trânsito (Ao Vivo / Deluxe),É O Que Me Interessa - Ao Vivo,43,241241,False,0.57,0.174,7,-16.782,1,0.0298,0.407,0.106,0.185,0.0961,96.11,4,mpb
317,317,163,74317,4FqQkJVgoKw7lvcoxax5ua,Paulinho Moska,Muito Pouco para Todos (Ao Vivo),Somente Nela - Ao Vivo,42,198306,False,0.636,0.585,0,-7.199,1,0.0267,0.75,0.0,0.673,0.424,126.03,4,mpb
318,318,191,74318,418OrMDXzoHxieAIKD4tBO,Lobão,"Lobão Elétrico Lino, Sexy & Brutal - Ao Vivo Em São Paulo (Deluxe Version)",Me Chama (Deluxe Version),44,219788,False,0.43,0.776,2,-5.563,1,0.0412,0.137,0.00046,0.804,0.491,105.076,4,mpb
319,319,147,74319,0yfEVvAJCc5KWMbZF7yvLW,MAR ABERTO,Sentimental,Sentimental,44,191145,False,0.63,0.118,5,-16.485,1,0.0308,0.576,0.0,0.108,0.134,129.956,4,mpb
320,320,163,74320,2kMvM1l45ZjpOv73qPefxA,Nando Reis,Para Quando o Arco Íris Encontrar o Pote de Ouro,Relicário,44,245960,False,0.46,0.516,2,-9.473,1,0.0276,0.448,0.0,0.209,0.397,83.805,4,mpb
321,321,165,74321,3mitihxtaCjOvI32aYPesS,Roberto Carlos,Línea Azul - Vol. X - Pájaro Herido,Por Ella,43,260973,False,0.62,0.8,2,-8.247,1,0.127,0.147,0.0,0.137,0.681,169.855,4,mpb
322,322,199,74322,1FGNS493UKaQOSLLy5JBId,Legião Urbana,A Tempestade,Mil Pedaços,44,203253,False,0.685,0.131,7,-15.824,1,0.0298,0.651,0.000536,0.141,0.183,109.176,4,mpb
323,323,200,74323,7jZohYbYAs1Pdl3i2u2c4J,Pato Fu,Televisão de Cachorro,Canção Pra Você Viver Mais,45,324066,False,0.631,0.647,2,-6.433,1,0.0418,0.0316,0.0079,0.0946,0.762,164.191,4,mpb
324,324,165,74324,7aDLnVQ1Gvjh6Q0nc1rePd,Detonautas Roque Clube,Melhor Plantar o Bem,Melhor Plantar o Bem,44,234061,False,0.648,0.85,8,-5.323,1,0.0401,0.0861,1.43e-05,0.122,0.878,77.516,4,mpb
325,325,163,74325,5bv4X76LlWX66wLKPpSJpr,Fábio Jr.,Fábio Jr. 2002 (Acustico),Em Cada Amanhecer,44,209226,False,0.589,0.562,5,-7.14,1,0.0277,0.457,0.0,0.204,0.446,116.985,4,mpb
326,326,103,74326,0xaKeBp5xP2o0fsPr9iDDH,Legião Urbana,As Quatro Estações,Sete Cidades,44,205800,False,0.41,0.626,9,-13.01,0,0.0316,0.0055,0.000106,0.19,0.594,78.895,4,mpb
327,327,167,74327,4f6EiAhsn8j3BhmnRsoR1Q,Cidade Negra,Cidade Negra Direto (Ao Vivo),A Sombra Da Maldade (Ao Vivo),43,227413,False,0.634,0.959,0,-4.659,0,0.0832,0.0803,5.37e-06,0.978,0.749,112.083,4,mpb
328,328,99,74328,5CkhGGuCO3r8Tv9dqYM2af,Nenhum De Nós,Extraño,Sobre o Tempo,45,274480,False,0.57,0.675,0,-9.001,1,0.0278,0.000223,5.13e-05,0.0961,0.476,116.923,4,mpb
329,329,165,74329,6iCMs0adidMqmXJTIxxJkU,Belchior,Belchior,Todo sujo de batom,43,258680,False,0.411,0.687,2,-5.804,1,0.0518,0.453,0.0,0.142,0.501,104.018,4,mpb
330,330,163,74330,679DdSdnTxOT1PXF8fp2aX,Roupa Nova,Roupacústico (Ao Vivo),A Viagem - Ao Vivo,43,246400,False,0.384,0.354,9,-11.27,1,0.0306,0.836,0.0,0.977,0.305,83.53,4,mpb
331,331,165,74331,6oVb4W2lN3MxElztZx6mCj,Jota Quest,Acústico Jota Quest,Morrer de Amor - Acústico,45,207290,False,0.74,0.782,7,-8.793,0,0.0286,0.691,0.000127,0.726,0.934,125.012,4,mpb
332,332,163,74332,4W6fxo1IseS922tCGMNhga,Beth Carvalho,Beth Carvalho Canta o Samba de São Paulo (Ao Vivo),Volta por Cima - Ao Vivo,44,156466,False,0.526,0.642,2,-12.189,1,0.0682,0.384,0.0,0.955,0.785,92.425,4,mpb
333,333,165,74333,4PY23WVDXuHDHwhg0P7PDq,Detonautas Roque Clube,Detonautas Acústico,Só por hoje / Tenis Roque,44,277693,False,0.471,0.796,7,-8.318,1,0.0423,0.0439,0.000226,0.712,0.339,178.063,4,mpb
334,334,181,74334,5xR3gAJSKFGChrR90H7ctq,Jorge Aragão,Ao vivo 2,Logo agora - Ao vivo,43,177706,False,0.523,0.413,5,-12.937,1,0.0351,0.847,0.000376,0.896,0.81,146.436,4,mpb
335,335,167,74335,7KxIXlW4NnEu0dGrDpdAOf,Roupa Nova,Roupacústico (Ao Vivo),Amar É... - Ao Vivo,44,219786,False,0.655,0.686,5,-10.011,1,0.0429,0.352,0.0,0.976,0.755,116.025,4,mpb
336,336,127,74336,6DCDSMe7pvGeK5J9a9OoIo,Biquini Cavadão,1985/2007 Sucessos Regravados (Vol. 1),Zé Ninguém,45,258265,False,0.637,0.892,11,-5.284,0,0.0809,0.00464,0.0,0.199,0.845,130.01,4,mpb
337,337,200,74337,0m85o7Xiapkqe39TV6fMOG,Roberta Sá;Martinho Da Vila,Delírio no Circo - Ao Vivo,Pot-Pourri: Me Faz um Dengo / Disritmia - Ao Vivo,43,323778,False,0.644,0.685,7,-8.624,0,0.072,0.598,0.00187,0.913,0.563,87.91,4,mpb
338,338,163,74338,3sTb4Y9hrZzSH1I3S2lYZm,Roberto Carlos,Línea Azul - Vol. I - La Distancia,La Montaña (A Montanha),43,228786,False,0.417,0.48,7,-5.553,1,0.0297,0.88,0.0,0.675,0.949,176.328,4,mpb
339,339,165,74339,1IqxyDK5u3elMKZOE1fE1T,Leo Jaime,Nada Mudou (Box) [Remasterizado],A Vida Não Presta - Remasterizado 2013,43,227400,False,0.564,0.699,11,-5.965,0,0.0288,0.304,1.78e-06,0.363,0.529,90.284,4,mpb
340,340,163,74340,2r0hewZwn4LqbWhqmNl0fV,Chico César,"Um Barzinho, Um Violão Ao Vivo (Ao Vivo No Rio De Janeiro / 2001 / Vol. 1)",Filme Triste - Ao Vivo No Rio De Janeiro / 2001,44,165506,False,0.688,0.422,9,-10.141,1,0.0653,0.802,0.0,0.722,0.687,128.789,4,mpb
341,341,165,74341,6RPujWkce7CnkisE9Xpppp,Engenheiros Do Hawaii,O Papa É Pop,O Papa é Pop,45,228106,False,0.595,0.729,5,-7.017,1,0.0305,0.34,0.0,0.195,0.829,113.182,4,mpb
342,342,200,74342,4G69MBJlMo7BxDgzj7s7nV,Paula Toller,Nosso (Ao Vivo),Derretendo Satélites - Ao Vivo,42,251663,False,0.654,0.631,0,-11.237,1,0.037,0.237,0.295,0.831,0.611,95.981,4,mpb
343,343,158,74343,2Q46g1owigfnrzQZt110aE,Roupa Nova,Nossa História,Seguindo No Trem Azul,44,221920,False,0.425,0.533,0,-10.65,1,0.0237,0.243,0.0,0.0875,0.438,84.138,4,mpb
344,344,165,74344,2qCombkjuqWREOT8xvSflG,Jorge Ben Jor,Grandes mestres da MPB,W / Brasil (Chama o síndico),44,319933,False,0.568,0.889,0,-7.734,1,0.0702,0.217,5.79e-06,0.66,0.803,186.521,4,mpb
345,345,173,74345,5XKEOyjux8e6IM0lpKB0ee,Zé Ramalho,Zé Ramalho Ao Vivo 2005,Eternas Ondas (Ao Vivo),43,261773,False,0.471,0.715,1,-5.131,0,0.0314,0.0792,0.000993,0.787,0.359,135.55,4,mpb
346,346,165,74346,2ciyvQ4LNxlquE8ch5Nnd5,Humberto Gessinger,Insular (Ao Vivo),Ando Só - Ao Vivo,43,215546,False,0.514,0.938,4,-5.098,1,0.0604,0.0227,5.43e-05,0.929,0.429,116.063,4,mpb
347,347,147,74347,0EH6REBbNSU1Xgti81Owel,Pepeu Gomes,Meu Coração,Deusa do Amor,43,278466,False,0.845,0.191,7,-10.987,1,0.0397,0.892,2.97e-06,0.111,0.272,113.017,4,mpb
348,348,165,74348,2f6hJhsGmdsRBAe6WHbnYW,Fagner;Zé Ramalho,Fagner & Zé Ramalho (Ao Vivo),Admirável Gado Novo - Ao Vivo,43,305053,False,0.405,0.669,2,-6.713,1,0.0444,0.171,2.48e-05,0.677,0.444,91.825,4,mpb
349,349,158,74349,7xOCvDwHnRvSdLtPKbROSf,Barão Vermelho,iCollection - Barão Vermelho,Amor meu grande amor,44,275586,False,0.633,0.57,6,-5.668,1,0.0269,0.219,1.39e-05,0.118,0.469,101.889,4,mpb
350,350,163,74350,2H4TYG8IkKIXeJFt2CLCaO,Djavan,Luz,Pétala,43,283240,False,0.443,0.468,9,-7.287,1,0.0275,0.269,0.0,0.284,0.303,135.578,3,mpb
351,351,200,74351,3NeIv5vFoKByUnjMjMQVEc,Mart'nália,Menino do Rio,Boto Meu Povo Na Rua,43,220093,False,0.812,0.559,2,-10.124,1,0.093,0.65,0.0368,0.111,0.762,90.794,4,mpb
352,352,165,74352,09YadcHsZw8nEmJhB7SDrw,TIAGO IORC,Reconstrução,Fuzuê,42,240942,False,0.66,0.675,11,-7.909,0,0.245,0.026,0.0,0.0656,0.585,191.92,4,mpb
353,353,165,74353,0c8GzzMZ2ua7ybYhZvp9wX,Jota Quest,Jota Quest,Encontrar Alguém,44,223866,False,0.774,0.842,6,-6.424,0,0.0824,0.142,0.0,0.318,0.798,110.412,4,mpb
354,354,173,74354,4iEYGwXyeQmzS3rVwn3IyK,Djavan,Malásia,Correnteza,43,284640,False,0.458,0.277,2,-12.672,1,0.029,0.701,0.000303,0.0954,0.195,147.64,4,mpb
355,355,199,74355,1tUjU4JjmJL2EdW7EZUEVI,Benziê,Água Salgada,Água Salgada,43,201558,False,0.763,0.456,7,-9.302,1,0.0453,0.221,0.00293,0.112,0.366,98.027,4,mpb
356,356,165,74356,2ud8O14TRakNKlOSuDJVq0,Mc Tha;Comunidade Jongo Dito Ribeiro,Meu Santo É Forte,Figa de Guiné,44,141977,False,0.751,0.89,7,-5.035,1,0.0449,0.221,1.4e-05,0.277,0.709,103.981,4,mpb
357,357,158,74357,5vy6OsbPW9wYkJjFwUCsZT,ALMAR,O Melhor de Nós,Flutuar - Acústico,43,170325,False,0.868,0.43,1,-10.613,1,0.056,0.494,0.000189,0.0898,0.49,124.003,4,mpb
358,358,173,74358,7iHW8rBKb2Bt910LxiXejc,Cássia Eller;Renato Russo,Cássia Eller Em Casa,Vento No Litoral,43,356213,False,0.411,0.537,0,-6.894,1,0.0287,0.402,0.000403,0.177,0.0758,117.732,4,mpb
359,359,200,74359,4gEiBVITQxqb6xqXSkoLwN,Banda do Mar,Banda do Mar,Pode Ser,42,267160,False,0.594,0.434,2,-6.782,0,0.0503,0.329,0.00039,0.231,0.679,200.24,4,mpb
360,360,165,74360,5HfvyTRgYaYTwcZZvlmx5Q,Seu Jorge;Sandra De Sá,"Musicas para Churrasco, Vol.1 (Ao Vivo) (Delux Edition)",Olhos Coloridos (Ao Vivo),43,368613,False,0.636,0.931,11,-4.595,0,0.106,0.131,3e-06,0.837,0.592,104.355,4,mpb
361,361,163,74361,7q6zyz40cyqctGM446Q5MQ,Luiz Gonzaga,A Triste Partida,Numa Sala de Reboco,44,138640,False,0.583,0.513,11,-8.619,0,0.047,0.637,0.0,0.352,0.955,152.326,4,mpb
362,362,163,74362,3KZPBw2GyCEbh2zdsmeisl,Projeto Norte;Ane Alma,Bote o Pé,Bote o Pé,43,200898,False,0.497,0.495,7,-7.931,1,0.0287,0.217,0.0,0.158,0.241,88.954,4,mpb
363,363,165,74363,60a5kYlSisLg8291QSfsh4,Diogo Nogueira,Bota Pra Tocar Tim Maia,Bota Pra Tocar Tim Maia,43,222577,False,0.709,0.739,0,-5.827,1,0.0604,0.427,0.0,0.218,0.832,93.063,4,mpb
364,364,182,74364,5YpDmhY73LENoh0JMEvEZV,Tribalistas,Carnavália (Ao Vivo),Carnavália - Ao Vivo,41,270029,False,0.498,0.887,11,-6.644,0,0.0552,0.444,0.00283,0.987,0.365,81.9,4,mpb
365,365,163,74365,4Bc5UahomuR0ebb7tJDKty,Nando Reis,Nando Reis - Voz e Violão - No Recreio - Vol. 1 (Ao Vivo) [Álbum Comentado],As Coisas Tão Mais Lindas - Ao Vivo,43,207906,False,0.355,0.404,0,-10.344,1,0.0419,0.841,0.0,0.909,0.374,169.318,4,mpb
366,366,147,74366,5jZbq4ZUGhCdKEen9hHPNc,Alceu Valença,Sol e Chuva,Como Dois Animais,43,274640,False,0.776,0.404,9,-10.447,1,0.0357,0.283,0.0,0.0827,0.269,125.954,4,mpb
367,367,163,74367,3FJAek4sGsxgDzrK9FA1b5,Elba Ramalho;Geraldo Azevedo,Maxximum - O Melhor Do Grande Encontro,Dia Branco (Ao Vivo),43,166400,False,0.369,0.359,9,-9.284,1,0.0317,0.845,0.0,0.844,0.193,102.691,3,mpb
368,368,165,74368,73FVLRAxyLBQirlgw3lbVM,Fábio Jr.,Fábio Jr. Ao Vivo,Quando Gira o Mundo (Ao Vivo),44,284853,False,0.524,0.739,9,-7.28,1,0.0305,0.336,0.0,0.833,0.473,145.98,4,mpb
369,369,158,74369,3y71SZOluRBIBSpaMpp43i,Jorge Vercillo,Vida É Arte,Talismã Sem Par,43,255560,False,0.666,0.568,0,-6.98,1,0.0309,0.53,0.0,0.116,0.562,142.021,4,mpb
370,370,163,74370,0sL3zN9Gce1Xsq1ypFh1zF,Kid Abelha,Acústico (Live),Fixação - Ao Vivo,44,184266,False,0.619,0.656,11,-7.574,0,0.0279,0.414,0.0,0.736,0.358,125.035,4,mpb
371,371,200,74371,17rejvl74nQobqENTr7NgO,Paulinho Da Viola,Paulinho Da Viola,Coração Leviano,43,174720,False,0.671,0.668,6,-9.562,0,0.0425,0.474,0.0026,0.0642,0.925,107.472,4,mpb
372,372,165,74372,6LQeDlGAEm9vQ9kKLI2hlH,Chico César,Sobradinho,Sobradinho,43,137283,False,0.597,0.843,6,-4.842,0,0.049,0.267,0.0,0.26,0.553,82.036,4,mpb
373,373,165,74373,6xZ2xoJL9S3PsFhAo4VByM,Cássia Eller,Acústico (Ao Vivo),E.C.T. - Ao Vivo,43,210599,False,0.666,0.896,7,-8.386,1,0.12,0.67,2.99e-06,0.149,0.633,130.093,4,mpb
374,374,200,74374,0VpcSl7QEqVEiAZLQFW0rm,Tim Maia,Tim Maia In Concert,Sossego,44,237306,False,0.572,0.925,5,-5.049,1,0.0737,0.0817,0.0229,0.631,0.68,116.362,4,mpb
375,375,200,74375,7iHXEw8MixfAK0PGTcihAN,Rachel Reis,Lovezinho,Lovezinho,44,159202,False,0.673,0.789,8,-7.46,1,0.0375,0.565,0.0291,0.175,0.672,100.027,4,mpb
376,376,182,74376,7KRBTvR93d6uh11lTiVgg3,Los Hermanos,Los Hermanos 2019 (Ao Vivo),O Vencedor - Ao Vivo,42,192907,False,0.543,0.854,6,-8.66,1,0.0418,0.039,0.142,0.48,0.424,115.129,4,mpb
377,377,165,74377,4s7Me2OrjR7tIeeiWmZnK5,Kid Abelha,Geração Anos 80,Pintura íntima,44,265426,False,0.617,0.672,5,-7.817,1,0.0302,0.0855,0.000125,0.052,0.931,135.518,4,mpb
378,378,200,74378,4Apo9nEhy16YNp33UQDKdB,Jorge Aragão,Ao vivo 3,"Na rua, na chuva, na fazenda (Casinha de sapê) - Ao vivo",43,203053,False,0.592,0.443,5,-14.748,1,0.0426,0.77,0.00395,0.748,0.6,72.236,4,mpb
379,379,173,74379,5vkqA3eps1rM8Yn5HABo5B,Roberto Carlos,Pra Sempre Em Espanhol - Vol. 1,Amada Amante,43,259906,False,0.426,0.476,1,-10.493,1,0.0393,0.856,0.000569,0.174,0.335,140.482,4,mpb
380,380,200,74380,7yLysy4GtqecVYpC773q7g,Legião Urbana,A Tempestade,1° De Julho,44,290200,False,0.602,0.638,7,-7.761,1,0.0372,0.217,0.015,0.0856,0.52,171.512,4,mpb
381,381,158,74381,53ZLwlLA0AnSSS7d4a1dEW,Elba Ramalho;Dominguinhos,Baião De Dois,Onde Está Você,43,208080,False,0.744,0.601,2,-10.082,0,0.0463,0.562,1.55e-06,0.125,0.927,157.243,4,mpb
382,382,165,74382,4evRZqacg3HxasW7iKR0dt,Kleiton & Kledir,Kleiton e Kledir (1980),Fonte Da Saudade,43,279613,False,0.463,0.668,4,-7.169,1,0.0372,0.0311,0.0,0.586,0.306,122.154,4,mpb
383,383,158,74383,0yT5hjaj1YVGfJ37c7kaHN,Paulinho Moska,Pensar É Fazer Música,O Útimo Dia,41,214506,False,0.76,0.277,9,-16.209,0,0.0325,0.754,1.53e-06,0.108,0.597,128.26,4,mpb
384,384,187,74384,4nR3XZ882HTOmXkRPbrgzA,Legião Urbana,As Quatro Estações,Eu Era Um Lobisomem Juvenil,44,406400,False,0.556,0.515,2,-13.122,1,0.0268,0.0758,0.000702,0.217,0.527,97.143,4,mpb
385,385,165,74385,4ql2jVYt0hD3PFvcsKYVLP,Gilberto Gil;Cidade Negra,Duetos,Extra (Participação especial de Cidade Negra) - Acústico,43,301666,False,0.687,0.706,8,-6.341,1,0.045,0.119,9.77e-05,0.654,0.791,164.394,4,mpb
386,386,147,74386,2JANMglHHsAFlwNELzTCyv,Liniker;Milton Nascimento,Indigo Borboleta Anil,Lalange,43,257514,False,0.538,0.399,5,-10.215,1,0.0373,0.748,0.0,0.111,0.275,113.92,3,mpb
387,387,182,74387,4xRl53e2WsFTJJva9c7DNk,Nando Reis,Infernal...But There's Still a Full Moon Shining Over Jalalabad,Cegos do castelo,43,258265,False,0.357,0.706,5,-5.879,1,0.0302,0.345,0.0021,0.307,0.389,154.651,4,mpb
388,388,200,74388,3TAxLyCtWcLqPBVE1rtj6k,Legião Urbana,O Descobrimento Do Brasil,Vamos Fazer Um Filme,44,261866,False,0.674,0.437,0,-14.639,1,0.0297,0.414,0.0996,0.0713,0.844,117.738,4,mpb
389,389,165,74389,6brW0DyQDmu979DgvTrdtP,Kleiton & Kledir,Kleiton & Kledir (Audio),Deu Pra Ti,43,285035,False,0.45,0.751,7,-5.889,1,0.0347,0.199,0.0,0.0498,0.66,76.681,4,mpb
390,390,163,74390,6zIXo0DVma6uIoeycLRLpe,Flavio Venturini,Venturini,Todo Azul do Mar,44,331346,False,0.436,0.525,9,-6.858,1,0.0288,0.55,0.000119,0.3,0.314,81.075,4,mpb
391,391,200,74391,3Rhdi0DwTrUoNAb0utxgbS,Jorge Aragão,Ao vivo 2,Só por um momento - Ao vivo,42,347360,False,0.647,0.665,0,-9.879,1,0.05,0.592,0.000293,0.887,0.815,81.952,4,mpb
392,392,167,74392,6AoAX13belfN3ZBcOSQKm8,Roupa Nova,Roupacústico (Ao Vivo),Meu Universo É Você - Ao Vivo,43,249640,False,0.364,0.819,0,-7.853,1,0.0463,0.213,0.0,0.989,0.599,157.704,4,mpb
393,393,191,74393,6n1vYUIisGSlawZTVgy2Po,Biquini Cavadão,Me Leve Sem Destino (Ao Vivo),Quando Eu Te Encontrar - Ao Vivo,44,213533,False,0.52,0.933,6,-5.2,1,0.0357,0.0159,0.0195,0.397,0.536,99.998,4,mpb
394,394,191,74394,4UzgLMoTKm0woWLof31Jf3,Casuarina;Moinho,Roda de Samba do Casuarina e Convidados,Rosa Morena,44,187293,False,0.538,0.857,7,-6.395,1,0.0494,0.725,0.0166,0.773,0.728,106.679,4,mpb
395,395,191,74395,2H22I5b5ZWbDEWACE9setp,Casuarina,Roda de Samba do Casuarina e Convidados,Minha filosofia,44,230426,False,0.472,0.648,6,-8.886,0,0.0366,0.609,0.00501,0.696,0.542,85.305,4,mpb
396,396,200,74396,2zSTvC7IA8EiD4cvo4VdVr,Chico Science;Nação Zumbi,Da Lama Ao Caos,A Cidade,45,286666,False,0.734,0.824,7,-9.932,1,0.0493,0.0559,0.00237,0.0606,0.911,95.534,4,mpb
397,397,161,74397,0Fmpl9QK68OOeXQAcy4mAw,Roupa Nova,Nossa História,Coração Pirata,43,282293,False,0.517,0.609,2,-8.973,1,0.0242,0.0424,1.07e-05,0.385,0.325,95.542,4,mpb
398,398,163,74398,3Kw9bIhaZ0X4NYc3iIuVGv,Ednardo,O Romance Do Pavão Mysteriozo,Pavão Mysteriozo,42,260079,False,0.817,0.399,4,-9.639,1,0.0427,0.475,0.0,0.448,0.242,107.731,4,mpb
399,399,158,74399,50ryecGe7GwSIICiReKbP1,Raul Seixas,A Arte De Raul Seixas,O Trem Das 7,44,159960,False,0.441,0.635,9,-8.318,1,0.0385,0.109,0.0,0.126,0.479,121.745,4,mpb
400,400,158,74400,0HYHMmuWQ1WWLiYXOhjt5I,Illy;Baco Exu do Blues;Arnaldo Antunes;Deekapz,Devagarinho 2.0 (prod. DKVPZ),Devagarinho 2.0 (prod. DKVPZ),43,222315,False,0.749,0.557,7,-7.13,0,0.152,0.3,0.0,0.128,0.601,94.772,4,mpb
401,401,173,74401,09u0MdmPQ6gocVCfd0gOCk,Elenco Original Do Filme Ana e Vitória,Ana e Vitória (Trilha Sonora Original Do Filme),Cecília,42,164091,False,0.425,0.226,0,-13.404,1,0.0417,0.945,0.000385,0.0859,0.219,134.431,4,mpb
402,402,163,74402,7kJUjre7GrJDxBHVbJ5fgu,Djavan,"Djavan ""Ao Vivo""",Cigano (Ao Vivo),43,307533,False,0.545,0.623,1,-7.931,0,0.0531,0.229,3.93e-05,0.688,0.27,128.5,4,mpb
403,403,165,74403,72jdIzkDjJsCc9VO9ZqQgS,Tim Maia,Nuvens,Ninguém Gosta de Se Sentir Só,43,190400,False,0.777,0.719,11,-6.701,0,0.0391,0.355,0.0,0.107,0.777,113.877,4,mpb
404,404,195,74404,43wl08dxGA8h51kuahHLYJ,Erick Roza,Moça,Moça,42,144372,False,0.657,0.522,0,-11.893,1,0.0301,0.601,0.000865,0.108,0.229,140.028,4,mpb
405,405,173,74405,4juBGpkEJrSbWUPUW0prlA,Luedji Luna,Bom Mesmo É Estar Debaixo D'Água,Bom Mesmo É Estar Debaixo D'Água,41,271293,False,0.556,0.428,2,-12.406,0,0.0556,0.791,0.0192,0.0899,0.366,172.05,4,mpb
406,406,158,74406,34ieem3brfX3EJApCl440A,UM44K,UM44K Acústico,Não dá mais - Acústico,43,188472,False,0.682,0.28,5,-9.501,1,0.0357,0.818,0.0,0.0842,0.755,127.965,4,mpb
407,407,158,74407,3sZcGCUXvr45syuNyTUC1Z,Castello Branco,Serviço,Crer-Sendo,42,207882,False,0.593,0.575,5,-7.893,0,0.0441,0.161,0.0,0.112,0.416,84.272,4,mpb
408,408,163,74408,7fbZjEmoOFBu1HrhrRHLFc,Bia Marques,Eu Não Ando Tão Bem Assim,Eu Não Ando Tão Bem Assim,43,180046,False,0.651,0.508,10,-8.92,1,0.0432,0.12,1.06e-06,0.153,0.558,79.886,4,mpb
409,409,200,74409,1YB4Kt8I62LAGbYY9up1Zm,Rachel Reis;Cuper;Zamba,Encosta,Chanel,44,144000,False,0.712,0.358,0,-11.605,0,0.0794,0.395,0.00122,0.0859,0.686,90.013,4,mpb
410,410,163,74410,4ZBxAQzSqxf09s3ef1KBf7,Seu Pereira e Coletivo 401,Seu Pereira e Coletivo 401,Já Era,43,263040,False,0.64,0.659,7,-8.448,1,0.0385,0.194,0.0,0.167,0.382,127.078,4,mpb
411,411,163,74411,5cIAwDYkTTGyNFgXzXROdF,ALMAR;João Mar,Ai Bebê,Ai Bebê,42,164307,False,0.823,0.464,2,-6.712,1,0.0673,0.53,4.1e-06,0.293,0.919,130.02,4,mpb
412,412,178,74412,6I7GpxOjlDzO1Iur14FEfy,Os Paralamas Do Sucesso,Arquivo,Óculos,43,219213,False,0.533,0.701,4,-14.954,1,0.112,0.0868,0.0213,0.0661,0.912,181.372,4,mpb
413,413,158,74413,7dsFoAxXjAlvVOXhRkD4sb,Vicka,Como Eu Quero,Como Eu Quero,42,167717,False,0.786,0.639,0,-7.474,1,0.0265,0.122,0.000146,0.0992,0.584,121.014,4,mpb
414,414,158,74414,01LE9CWi7yaQOx3vWxwDHI,Gonzaguinha,Meus Momentos,"Espere Por Mim, Morena",43,204933,False,0.602,0.325,10,-12.039,1,0.0264,0.241,0.0,0.121,0.401,104.002,4,mpb
415,415,200,74415,0l9BjXMUwxN8QHmD8n7hFF,Gal Costa,Estratosférica Ao Vivo,Pérola Negra - Ao Vivo,42,300973,False,0.76,0.48,11,-8.562,1,0.0655,0.548,0.00139,0.971,0.438,120.124,4,mpb
416,416,158,74416,2YsmKB2d5gJcFXuWIa3SJh,Jorge Ben Jor,Bem-Vinda Amizade,Santa Clara Clareou,43,211133,False,0.472,0.564,10,-15.053,1,0.0932,0.103,5.58e-06,0.0645,0.627,201.561,4,mpb
